quiz_score,time_spent,learning_style
96,27,visual
1,52,kinesthetic
65,18,auditory
30,57,kinesthetic
67,12,auditory
97,36,visual
82,27,visual
36,26,kinesthetic
72,19,visual
23,46,kinesthetic
76,38,visual
43,56,auditory
93,59,visual
82,14,visual
40,56,auditory
73,15,visual
50,49,auditory
41,44,auditory
77,14,visual
39,59,kinesthetic
47,24,auditory
83,36,visual
3,53,kinesthetic
59,48,auditory
38,42,kinesthetic
4,33,kinesthetic
95,30,visual
5,11,kinesthetic
13,28,kinesthetic
69,54,auditory
77,27,visual
11,19,kinesthetic
61,54,auditory
26,46,kinesthetic
53,32,auditory
89,54,visual
11,50,kinesthetic
7,10,kinesthetic
73,15,visual
15,10,kinesthetic
51,27,auditory
25,36,kinesthetic
7,57,kinesthetic
44,49,auditory
92,47,visual
83,54,visual
80,26,visual
18,35,kinesthetic
16,22,kinesthetic
64,19,auditory
28,47,kinesthetic
13,35,kinesthetic
16,40,kinesthetic
12,32,kinesthetic
92,59,visual
97,29,visual
90,32,visual
62,54,auditory
32,36,kinesthetic
28,24,kinesthetic
36,47,kinesthetic
82,20,visual
45,17,auditory
23,23,kinesthetic
13,22,kinesthetic
4,31,kinesthetic
52,43,auditory
87,10,visual
97,46,visual
94,41,visual
29,20,kinesthetic
59,19,auditory
72,39,visual
90,21,visual
27,51,kinesthetic
25,50,kinesthetic
17,43,kinesthetic
35,34,kinesthetic
7,45,kinesthetic
17,13,kinesthetic
83,30,visual
57,39,auditory
31,47,kinesthetic
92,21,visual
48,48,auditory
47,34,auditory
81,28,visual
70,11,visual
64,31,auditory
91,39,visual
32,45,kinesthetic
49,12,auditory
3,32,kinesthetic
83,13,visual
35,37,kinesthetic
94,23,visual
27,15,kinesthetic
2,15,kinesthetic
5,50,kinesthetic
44,46,auditory
22,16,kinesthetic
6,22,kinesthetic
60,10,auditory
99,33,visual
64,43,auditory
5,19,kinesthetic
23,15,kinesthetic
36,13,kinesthetic
44,17,auditory
50,55,auditory
99,57,visual
87,24,visual
44,54,auditory
62,21,auditory
28,48,kinesthetic
95,56,visual
24,15,kinesthetic
9,30,kinesthetic
34,55,kinesthetic
54,41,auditory
24,41,kinesthetic
90,36,visual
44,56,auditory
95,20,visual
11,31,kinesthetic
3,45,kinesthetic
89,32,visual
66,46,auditory
16,32,kinesthetic
72,36,visual
92,43,visual
64,29,auditory
81,24,visual
52,51,auditory
83,13,visual
56,38,auditory
97,49,visual
27,20,kinesthetic
98,58,visual
15,16,kinesthetic
20,20,kinesthetic
76,51,visual
98,42,visual
41,39,auditory
53,41,auditory
31,49,kinesthetic
37,46,kinesthetic
69,22,auditory
37,16,kinesthetic
53,33,auditory
59,20,auditory
76,40,visual
76,53,visual
46,23,auditory
11,53,kinesthetic
52,35,auditory
32,10,kinesthetic
27,15,kinesthetic
2,40,kinesthetic
81,52,visual
25,52,kinesthetic
53,21,auditory
39,10,kinesthetic
65,15,auditory
67,38,auditory
91,39,visual
91,22,visual
88,39,visual
89,21,visual
46,19,auditory
1,48,kinesthetic
41,19,auditory
33,27,kinesthetic
93,15,visual
20,17,kinesthetic
43,29,auditory
86,50,visual
96,25,visual
1,11,kinesthetic
90,20,visual
58,33,auditory
85,28,visual
97,13,visual
15,12,kinesthetic
19,24,kinesthetic
25,49,kinesthetic
15,13,kinesthetic
69,52,auditory
22,26,kinesthetic
41,18,auditory
36,34,kinesthetic
71,10,visual
5,49,kinesthetic
36,11,kinesthetic
21,54,kinesthetic
5,42,kinesthetic
31,31,kinesthetic
16,51,kinesthetic
37,21,kinesthetic
16,36,kinesthetic
36,20,kinesthetic
22,51,kinesthetic
48,23,auditory
60,23,auditory
48,49,auditory
60,52,auditory
76,31,visual
31,18,kinesthetic
85,24,visual
62,42,auditory
6,28,kinesthetic
21,40,kinesthetic
84,27,visual
5,21,kinesthetic
60,49,auditory
13,46,kinesthetic
15,54,kinesthetic
2,58,kinesthetic
8,10,kinesthetic
46,43,auditory
84,16,visual
93,11,visual
93,31,visual
41,13,auditory
41,54,auditory
95,55,visual
22,29,kinesthetic
2,12,kinesthetic
0,18,kinesthetic
66,27,auditory
70,25,visual
2,18,kinesthetic
99,28,visual
48,15,auditory
66,53,auditory
54,24,auditory
3,15,kinesthetic
30,14,kinesthetic
65,38,auditory
77,55,visual
63,36,auditory
30,59,kinesthetic
62,54,auditory
65,50,auditory
30,35,kinesthetic
46,37,auditory
21,41,kinesthetic
73,34,visual
93,16,visual
96,39,visual
82,40,visual
45,21,auditory
88,18,visual
57,43,auditory
60,12,auditory
45,46,auditory
0,59,kinesthetic
95,37,visual
24,55,kinesthetic
60,31,auditory
80,35,visual
13,28,kinesthetic
44,30,auditory
76,46,visual
38,19,kinesthetic
65,25,auditory
31,33,kinesthetic
95,34,visual
57,35,auditory
55,10,auditory
5,13,kinesthetic
88,46,visual
66,52,auditory
81,23,visual
49,33,auditory
37,36,kinesthetic
2,52,kinesthetic
4,36,kinesthetic
23,33,kinesthetic
53,49,auditory
33,10,kinesthetic
38,48,kinesthetic
87,22,visual
99,29,visual
91,47,visual
47,45,auditory
48,21,auditory
33,14,kinesthetic
79,14,visual
99,26,visual
6,47,kinesthetic
17,19,kinesthetic
69,25,auditory
91,33,visual
33,38,kinesthetic
50,23,auditory
92,19,visual
67,38,auditory
13,37,kinesthetic
68,26,auditory
88,14,visual
7,11,kinesthetic
14,45,kinesthetic
82,59,visual
58,49,auditory
10,55,kinesthetic
19,54,kinesthetic
54,48,auditory
35,18,kinesthetic
81,45,visual
13,14,kinesthetic
57,24,auditory
37,18,kinesthetic
88,34,visual
79,59,visual
81,37,visual
0,36,kinesthetic
64,55,auditory
0,56,kinesthetic
84,42,visual
59,42,auditory
24,47,kinesthetic
90,17,visual
9,13,kinesthetic
49,57,auditory
11,52,kinesthetic
91,45,visual
31,52,kinesthetic
32,40,kinesthetic
71,19,visual
25,58,kinesthetic
41,50,auditory
49,51,auditory
60,17,auditory
40,39,auditory
56,23,auditory
1,54,kinesthetic
98,44,visual
97,55,visual
69,55,auditory
30,12,kinesthetic
22,38,kinesthetic
75,25,visual
53,19,auditory
27,13,kinesthetic
78,59,visual
18,13,kinesthetic
75,11,visual
47,20,auditory
1,24,kinesthetic
10,20,kinesthetic
43,32,auditory
58,47,auditory
58,59,auditory
37,39,kinesthetic
24,59,kinesthetic
20,10,kinesthetic
41,54,auditory
35,42,kinesthetic
8,54,kinesthetic
11,46,kinesthetic
9,32,kinesthetic
58,58,auditory
4,57,kinesthetic
32,27,kinesthetic
68,19,auditory
79,26,visual
62,16,auditory
28,24,kinesthetic
17,36,kinesthetic
92,18,visual
5,30,kinesthetic
52,46,auditory
81,38,visual
31,51,kinesthetic
41,54,auditory
46,42,auditory
30,15,kinesthetic
61,34,auditory
55,44,auditory
10,26,kinesthetic
25,53,kinesthetic
91,36,visual
26,52,kinesthetic
82,49,visual
56,34,auditory
26,21,kinesthetic
58,52,auditory
61,46,auditory
19,49,kinesthetic
2,53,kinesthetic
15,47,kinesthetic
43,50,auditory
92,34,visual
78,58,visual
29,11,kinesthetic
39,10,kinesthetic
64,59,auditory
28,12,kinesthetic
29,38,kinesthetic
31,23,kinesthetic
9,54,kinesthetic
90,43,visual
50,31,auditory
7,45,kinesthetic
50,24,auditory
35,46,kinesthetic
54,19,auditory
34,18,kinesthetic
35,59,kinesthetic
55,44,auditory
35,55,kinesthetic
88,51,visual
83,26,visual
60,56,auditory
61,27,auditory
80,58,visual
86,34,visual
24,44,kinesthetic
63,25,auditory
59,54,auditory
56,58,auditory
94,34,visual
69,25,auditory
98,50,visual
51,33,auditory
55,21,auditory
62,44,auditory
67,18,auditory
19,57,kinesthetic
53,46,auditory
0,41,kinesthetic
89,28,visual
97,31,visual
9,54,kinesthetic
22,43,kinesthetic
50,28,auditory
23,59,kinesthetic
12,21,kinesthetic
28,27,kinesthetic
57,14,auditory
90,35,visual
94,36,visual
42,29,auditory
9,17,kinesthetic
30,25,kinesthetic
73,11,visual
87,54,visual
96,10,visual
13,14,kinesthetic
98,40,visual
33,32,kinesthetic
16,30,kinesthetic
20,21,kinesthetic
95,13,visual
66,46,auditory
57,20,auditory
78,51,visual
7,49,kinesthetic
95,18,visual
37,35,kinesthetic
25,48,kinesthetic
63,36,auditory
29,38,kinesthetic
8,55,kinesthetic
31,52,kinesthetic
10,59,kinesthetic
85,34,visual
33,27,kinesthetic
17,39,kinesthetic
18,17,kinesthetic
53,11,auditory
81,31,visual
36,30,kinesthetic
81,48,visual
11,35,kinesthetic
3,38,kinesthetic
42,14,auditory
26,55,kinesthetic
50,23,auditory
4,44,kinesthetic
5,15,kinesthetic
76,32,visual
86,26,visual
55,33,auditory
88,49,visual
67,38,auditory
95,39,visual
43,33,auditory
14,44,kinesthetic
89,56,visual
41,46,auditory
10,11,kinesthetic
72,30,visual
10,49,kinesthetic
65,50,auditory
26,14,kinesthetic
57,44,auditory
89,53,visual
71,44,visual
20,28,kinesthetic
20,25,kinesthetic
71,34,visual
0,25,kinesthetic
57,40,auditory
12,42,kinesthetic
72,26,visual
91,30,visual
5,44,kinesthetic
86,58,visual
99,32,visual
57,58,auditory
16,25,kinesthetic
72,47,visual
11,59,kinesthetic
85,23,visual
51,49,auditory
75,50,visual
69,59,auditory
72,42,visual
51,30,auditory
36,26,kinesthetic
2,13,kinesthetic
97,25,visual
7,39,kinesthetic
9,53,kinesthetic
46,54,auditory
40,43,auditory
63,31,auditory
41,53,auditory
42,51,auditory
8,38,kinesthetic
13,56,kinesthetic
90,14,visual
95,10,visual
3,49,kinesthetic
1,34,kinesthetic
96,59,visual
84,15,visual
0,32,kinesthetic
74,42,visual
64,23,auditory
45,51,auditory
58,45,auditory
74,27,visual
6,49,kinesthetic
65,53,auditory
14,19,kinesthetic
71,54,visual
46,48,auditory
89,58,visual
39,21,kinesthetic
41,47,auditory
50,32,auditory
34,16,kinesthetic
40,54,auditory
84,55,visual
56,34,auditory
37,22,kinesthetic
71,47,visual
95,28,visual
7,54,kinesthetic
73,31,visual
62,50,auditory
86,20,visual
3,51,kinesthetic
47,12,auditory
51,28,auditory
37,36,kinesthetic
93,16,visual
86,46,visual
4,36,kinesthetic
84,56,visual
69,43,auditory
80,20,visual
88,47,visual
23,14,kinesthetic
85,16,visual
76,45,visual
16,14,kinesthetic
77,14,visual
97,36,visual
89,38,visual
82,36,visual
25,41,kinesthetic
2,34,kinesthetic
1,51,kinesthetic
91,59,visual
1,43,kinesthetic
21,24,kinesthetic
70,50,visual
3,43,kinesthetic
37,44,kinesthetic
83,29,visual
69,33,auditory
72,43,visual
51,43,auditory
30,55,kinesthetic
25,36,kinesthetic
35,59,kinesthetic
25,30,kinesthetic
27,42,kinesthetic
4,48,kinesthetic
73,49,visual
17,53,kinesthetic
14,45,kinesthetic
56,34,auditory
96,16,visual
4,59,kinesthetic
36,59,kinesthetic
85,19,visual
85,19,visual
21,47,kinesthetic
51,33,auditory
14,53,kinesthetic
16,19,kinesthetic
50,54,auditory
44,35,auditory
62,39,auditory
27,36,kinesthetic
58,53,auditory
85,28,visual
20,10,kinesthetic
41,42,auditory
80,20,visual
68,59,auditory
81,43,visual
16,47,kinesthetic
67,25,auditory
6,10,kinesthetic
88,50,visual
39,37,kinesthetic
39,24,kinesthetic
42,25,auditory
72,55,visual
82,41,visual
50,48,auditory
72,10,visual
22,57,kinesthetic
94,18,visual
31,38,kinesthetic
30,34,kinesthetic
16,20,kinesthetic
57,51,auditory
85,20,visual
34,15,kinesthetic
29,43,kinesthetic
63,59,auditory
52,53,auditory
50,23,auditory
36,17,kinesthetic
89,34,visual
5,13,kinesthetic
33,59,kinesthetic
55,40,auditory
95,30,visual
24,54,kinesthetic
12,41,kinesthetic
62,23,auditory
65,37,auditory
4,34,kinesthetic
74,37,visual
10,24,kinesthetic
87,55,visual
77,53,visual
93,31,visual
43,56,auditory
98,15,visual
84,11,visual
68,15,auditory
1,32,kinesthetic
39,35,kinesthetic
36,20,kinesthetic
48,10,auditory
97,37,visual
74,31,visual
35,50,kinesthetic
74,22,visual
72,50,visual
69,56,auditory
33,59,kinesthetic
57,45,auditory
36,31,kinesthetic
95,13,visual
59,53,auditory
11,50,kinesthetic
31,27,kinesthetic
80,47,visual
3,26,kinesthetic
32,34,kinesthetic
42,26,auditory
8,38,kinesthetic
97,54,visual
50,53,auditory
93,55,visual
19,17,kinesthetic
38,38,kinesthetic
22,24,kinesthetic
40,50,auditory
43,42,auditory
34,58,kinesthetic
22,19,kinesthetic
57,46,auditory
47,20,auditory
86,44,visual
57,43,auditory
56,41,auditory
86,31,visual
38,13,kinesthetic
27,11,kinesthetic
63,42,auditory
61,18,auditory
82,44,visual
61,47,auditory
93,40,visual
84,23,visual
87,40,visual
84,42,visual
25,53,kinesthetic
50,25,auditory
49,29,auditory
35,59,kinesthetic
25,23,kinesthetic
32,44,kinesthetic
99,55,visual
67,58,auditory
72,54,visual
7,42,kinesthetic
65,38,auditory
92,17,visual
22,43,kinesthetic
69,56,auditory
54,23,auditory
42,23,auditory
99,59,visual
20,24,kinesthetic
21,51,kinesthetic
8,59,kinesthetic
33,29,kinesthetic
58,37,auditory
25,13,kinesthetic
0,16,kinesthetic
99,11,visual
4,18,kinesthetic
40,32,auditory
62,45,auditory
21,21,kinesthetic
67,32,auditory
47,40,auditory
65,51,auditory
15,20,kinesthetic
79,10,visual
52,22,auditory
85,48,visual
64,38,auditory
78,15,visual
63,40,auditory
87,18,visual
67,27,auditory
62,12,auditory
61,41,auditory
81,54,visual
80,12,visual
70,54,visual
44,39,auditory
51,15,auditory
73,59,visual
64,36,auditory
1,11,kinesthetic
48,29,auditory
21,26,kinesthetic
95,42,visual
28,26,kinesthetic
34,46,kinesthetic
80,38,visual
75,18,visual
23,13,kinesthetic
93,55,visual
29,49,kinesthetic
83,22,visual
41,15,auditory
70,55,visual
49,18,auditory
70,35,visual
59,58,auditory
29,48,kinesthetic
11,50,kinesthetic
48,56,auditory
94,51,visual
81,23,visual
45,57,auditory
42,43,auditory
1,13,kinesthetic
96,30,visual
74,40,visual
97,56,visual
79,52,visual
53,30,auditory
34,52,kinesthetic
51,38,auditory
32,33,kinesthetic
84,54,visual
83,25,visual
71,18,visual
50,30,auditory
25,11,kinesthetic
96,11,visual
61,46,auditory
60,46,auditory
25,14,kinesthetic
36,55,kinesthetic
29,15,kinesthetic
94,57,visual
96,57,visual
10,17,kinesthetic
52,41,auditory
40,46,auditory
4,22,kinesthetic
65,12,auditory
12,18,kinesthetic
62,13,auditory
81,37,visual
89,49,visual
24,25,kinesthetic
43,20,auditory
13,28,kinesthetic
68,51,auditory
58,31,auditory
55,48,auditory
51,21,auditory
65,39,auditory
67,49,auditory
11,51,kinesthetic
74,14,visual
67,46,auditory
42,54,auditory
72,41,visual
73,43,visual
90,21,visual
5,52,kinesthetic
14,11,kinesthetic
41,56,auditory
30,16,kinesthetic
85,41,visual
52,49,auditory
5,44,kinesthetic
32,58,kinesthetic
28,15,kinesthetic
20,31,kinesthetic
53,34,auditory
55,56,auditory
93,22,visual
20,32,kinesthetic
99,54,visual
54,53,auditory
57,55,auditory
63,18,auditory
85,51,visual
45,46,auditory
83,46,visual
21,39,kinesthetic
59,29,auditory
10,47,kinesthetic
46,53,auditory
30,58,kinesthetic
76,25,visual
17,59,kinesthetic
21,31,kinesthetic
55,47,auditory
16,19,kinesthetic
37,29,kinesthetic
24,50,kinesthetic
31,11,kinesthetic
14,12,kinesthetic
12,51,kinesthetic
57,17,auditory
89,18,visual
49,37,auditory
10,30,kinesthetic
12,42,kinesthetic
96,43,visual
49,13,auditory
37,57,kinesthetic
0,34,kinesthetic
38,41,kinesthetic
26,21,kinesthetic
35,11,kinesthetic
31,56,kinesthetic
40,59,auditory
14,57,kinesthetic
30,21,kinesthetic
5,59,kinesthetic
88,55,visual
51,35,auditory
81,30,visual
21,53,kinesthetic
30,46,kinesthetic
99,45,visual
72,27,visual
45,33,auditory
66,39,auditory
96,26,visual
90,25,visual
42,51,auditory
0,26,kinesthetic
43,53,auditory
56,21,auditory
8,36,kinesthetic
4,13,kinesthetic
78,44,visual
8,10,kinesthetic
44,21,auditory
91,38,visual
76,17,visual
23,17,kinesthetic
73,21,visual
41,45,auditory
21,57,kinesthetic
59,43,auditory
85,45,visual
36,13,kinesthetic
38,20,kinesthetic
83,12,visual
73,19,visual
73,21,visual
89,58,visual
88,18,visual
52,30,auditory
27,43,kinesthetic
76,31,visual
14,27,kinesthetic
59,53,auditory
59,15,auditory
5,34,kinesthetic
51,59,auditory
11,54,kinesthetic
18,24,kinesthetic
95,10,visual
74,49,visual
96,27,visual
1,53,kinesthetic
54,40,auditory
14,29,kinesthetic
63,53,auditory
99,34,visual
68,42,auditory
14,19,kinesthetic
42,38,auditory
73,28,visual
16,37,kinesthetic
97,36,visual
23,28,kinesthetic
73,52,visual
29,40,kinesthetic
66,44,auditory
50,23,auditory
59,59,auditory
2,15,kinesthetic
4,18,kinesthetic
27,50,kinesthetic
77,36,visual
10,26,kinesthetic
71,45,visual
71,13,visual
75,33,visual
14,25,kinesthetic
82,26,visual
47,12,auditory
45,48,auditory
27,46,kinesthetic
6,12,kinesthetic
70,53,visual
93,50,visual
81,44,visual
87,12,visual
5,25,kinesthetic
57,29,auditory
67,54,auditory
54,15,auditory
66,42,auditory
48,52,auditory
50,59,auditory
58,36,auditory
5,39,kinesthetic
89,44,visual
50,27,auditory
37,39,kinesthetic
10,52,kinesthetic
51,35,auditory
92,24,visual
19,41,kinesthetic
9,44,kinesthetic
25,21,kinesthetic
47,30,auditory
90,21,visual
13,58,kinesthetic
99,10,visual
58,20,auditory
11,34,kinesthetic
22,56,kinesthetic
84,18,visual
71,48,visual
38,52,kinesthetic
8,36,kinesthetic
87,38,visual
94,59,visual
24,36,kinesthetic
16,37,kinesthetic
41,48,auditory
28,27,kinesthetic
59,24,auditory
66,25,auditory
84,56,visual
56,32,auditory
71,39,visual
13,45,kinesthetic
38,44,kinesthetic
15,37,kinesthetic
17,55,kinesthetic
94,12,visual
74,25,visual
19,24,kinesthetic
45,28,auditory
44,19,auditory
3,58,kinesthetic
83,13,visual
94,31,visual
19,27,kinesthetic
10,31,kinesthetic
64,51,auditory
17,25,kinesthetic
38,12,kinesthetic
43,53,auditory
96,44,visual
99,50,visual
17,48,kinesthetic
46,25,auditory
30,30,kinesthetic
98,30,visual
38,10,kinesthetic
37,39,kinesthetic
78,56,visual
46,43,auditory
69,57,auditory
7,48,kinesthetic
85,55,visual
64,32,auditory
12,43,kinesthetic
54,39,auditory
87,59,visual
84,42,visual
42,25,auditory
3,50,kinesthetic
70,39,visual
59,12,auditory
11,54,kinesthetic
58,11,auditory
76,35,visual
53,27,auditory
43,11,auditory
15,49,kinesthetic
5,12,kinesthetic
13,26,kinesthetic
57,33,auditory
30,11,kinesthetic
99,15,visual
40,49,auditory
34,35,kinesthetic
9,58,kinesthetic
80,15,visual
29,21,kinesthetic
43,30,auditory
54,25,auditory
70,15,visual
17,43,kinesthetic
82,12,visual
78,50,visual
85,28,visual
38,38,kinesthetic
41,41,auditory
53,19,auditory
29,36,kinesthetic
19,38,kinesthetic
95,22,visual
41,29,auditory
88,37,visual
86,36,visual
4,22,kinesthetic
49,34,auditory
40,38,auditory
93,24,visual
38,54,kinesthetic
56,54,auditory
90,39,visual
56,47,auditory
36,41,kinesthetic
6,59,kinesthetic
4,16,kinesthetic
78,44,visual
50,42,auditory
7,21,kinesthetic
55,32,auditory
72,14,visual
10,52,kinesthetic
21,53,kinesthetic
97,40,visual
98,25,visual
76,42,visual
10,59,kinesthetic
59,10,auditory
95,31,visual
14,37,kinesthetic
37,14,kinesthetic
0,13,kinesthetic
45,10,auditory
87,24,visual
42,46,auditory
21,48,kinesthetic
2,58,kinesthetic
13,47,kinesthetic
1,54,kinesthetic
60,33,auditory
31,32,kinesthetic
37,56,kinesthetic
96,16,visual
45,40,auditory
41,16,auditory
5,22,kinesthetic
40,13,auditory
24,27,kinesthetic
97,49,visual
10,28,kinesthetic
40,25,auditory
70,27,visual
56,25,auditory
45,57,auditory
85,40,visual
47,34,auditory
62,11,auditory
38,55,kinesthetic
9,37,kinesthetic
84,25,visual
69,45,auditory
64,54,auditory
97,49,visual
58,44,auditory
77,33,visual
35,44,kinesthetic
26,39,kinesthetic
72,46,visual
54,20,auditory
69,54,auditory
94,43,visual
80,47,visual
52,48,auditory
59,33,auditory
60,38,auditory
35,13,kinesthetic
84,50,visual
26,59,kinesthetic
40,39,auditory
27,23,kinesthetic
15,33,kinesthetic
34,47,kinesthetic
35,43,kinesthetic
55,45,auditory
98,24,visual
18,44,kinesthetic
56,38,auditory
84,45,visual
32,13,kinesthetic
22,24,kinesthetic
62,20,auditory
69,58,auditory
95,24,visual
21,30,kinesthetic
66,44,auditory
98,32,visual
79,19,visual
58,13,auditory
24,54,kinesthetic
16,34,kinesthetic
38,11,kinesthetic
76,47,visual
91,28,visual
74,33,visual
73,17,visual
38,15,kinesthetic
23,29,kinesthetic
37,23,kinesthetic
87,49,visual
96,15,visual
80,21,visual
56,50,auditory
43,16,auditory
35,54,kinesthetic
98,39,visual
69,25,auditory
79,17,visual
44,23,auditory
91,57,visual
95,29,visual
25,37,kinesthetic
10,15,kinesthetic
51,39,auditory
24,13,kinesthetic
30,45,kinesthetic
84,12,visual
44,19,auditory
66,47,auditory
75,36,visual
39,27,kinesthetic
45,54,auditory
53,20,auditory
40,45,auditory
88,49,visual
80,44,visual
37,53,kinesthetic
99,22,visual
35,32,kinesthetic
82,52,visual
43,18,auditory
56,13,auditory
65,52,auditory
80,49,visual
29,59,kinesthetic
9,40,kinesthetic
98,12,visual
60,45,auditory
62,26,auditory
35,25,kinesthetic
53,48,auditory
96,11,visual
64,14,auditory
81,42,visual
3,22,kinesthetic
54,21,auditory
53,28,auditory
90,31,visual
88,49,visual
63,17,auditory
91,53,visual
21,13,kinesthetic
24,16,kinesthetic
80,57,visual
58,31,auditory
56,27,auditory
53,15,auditory
43,59,auditory
51,13,auditory
75,50,visual
15,54,kinesthetic
15,21,kinesthetic
80,57,visual
54,46,auditory
60,11,auditory
94,12,visual
78,54,visual
76,30,visual
39,48,kinesthetic
90,22,visual
20,57,kinesthetic
65,23,auditory
7,39,kinesthetic
70,27,visual
9,22,kinesthetic
56,23,auditory
3,50,kinesthetic
42,49,auditory
99,34,visual
98,46,visual
62,36,auditory
42,32,auditory
66,16,auditory
81,57,visual
50,19,auditory
55,34,auditory
42,44,auditory
23,33,kinesthetic
95,58,visual
33,51,kinesthetic
58,20,auditory
1,29,kinesthetic
1,19,kinesthetic
9,59,kinesthetic
22,30,kinesthetic
14,37,kinesthetic
75,37,visual
16,36,kinesthetic
81,42,visual
13,13,kinesthetic
80,44,visual
78,29,visual
75,15,visual
15,15,kinesthetic
31,26,kinesthetic
22,28,kinesthetic
33,58,kinesthetic
97,26,visual
15,58,kinesthetic
33,12,kinesthetic
70,55,visual
32,43,kinesthetic
67,13,auditory
42,32,auditory
63,27,auditory
70,43,visual
17,38,kinesthetic
67,53,auditory
60,24,auditory
74,54,visual
19,20,kinesthetic
10,48,kinesthetic
78,18,visual
45,56,auditory
63,44,auditory
80,19,visual
97,49,visual
75,47,visual
27,38,kinesthetic
47,55,auditory
34,15,kinesthetic
7,28,kinesthetic
90,35,visual
21,18,kinesthetic
23,50,kinesthetic
65,57,auditory
94,54,visual
85,22,visual
63,35,auditory
64,53,auditory
13,29,kinesthetic
24,11,kinesthetic
99,13,visual
99,16,visual
2,28,kinesthetic
4,44,kinesthetic
64,20,auditory
53,28,auditory
18,41,kinesthetic
96,23,visual
53,58,auditory
93,14,visual
75,34,visual
9,23,kinesthetic
97,48,visual
15,21,kinesthetic
45,58,auditory
28,29,kinesthetic
14,27,kinesthetic
47,10,auditory
10,52,kinesthetic
33,13,kinesthetic
35,21,kinesthetic
29,35,kinesthetic
98,41,visual
72,46,visual
81,24,visual
18,44,kinesthetic
67,35,auditory
69,24,auditory
32,17,kinesthetic
95,37,visual
79,39,visual
74,52,visual
21,53,kinesthetic
35,12,kinesthetic
22,15,kinesthetic
62,40,auditory
25,35,kinesthetic
59,17,auditory
94,48,visual
92,38,visual
4,26,kinesthetic
53,25,auditory
37,58,kinesthetic
61,54,auditory
24,13,kinesthetic
97,19,visual
11,25,kinesthetic
21,28,kinesthetic
8,48,kinesthetic
83,59,visual
28,22,kinesthetic
43,13,auditory
92,41,visual
26,27,kinesthetic
54,25,auditory
80,34,visual
4,59,kinesthetic
51,25,auditory
12,31,kinesthetic
41,33,auditory
14,37,kinesthetic
78,32,visual
17,30,kinesthetic
49,18,auditory
1,11,kinesthetic
86,47,visual
12,37,kinesthetic
67,35,auditory
46,36,auditory
88,34,visual
74,30,visual
49,47,auditory
11,34,kinesthetic
12,47,kinesthetic
8,55,kinesthetic
58,20,auditory
44,37,auditory
69,58,auditory
42,45,auditory
73,13,visual
22,28,kinesthetic
78,33,visual
44,31,auditory
22,57,kinesthetic
33,34,kinesthetic
15,17,kinesthetic
62,29,auditory
50,10,auditory
31,13,kinesthetic
37,21,kinesthetic
55,34,auditory
68,30,auditory
16,28,kinesthetic
85,43,visual
38,15,kinesthetic
40,44,auditory
47,12,auditory
81,42,visual
27,18,kinesthetic
76,16,visual
49,50,auditory
0,36,kinesthetic
49,10,auditory
18,49,kinesthetic
97,27,visual
58,44,auditory
67,26,auditory
66,48,auditory
40,20,auditory
9,46,kinesthetic
27,54,kinesthetic
33,20,kinesthetic
38,12,kinesthetic
82,22,visual
55,37,auditory
51,47,auditory
99,56,visual
2,43,kinesthetic
22,37,kinesthetic
16,11,kinesthetic
70,55,visual
25,11,kinesthetic
17,46,kinesthetic
45,25,auditory
69,17,auditory
30,49,kinesthetic
92,20,visual
8,54,kinesthetic
34,24,kinesthetic
80,13,visual
59,32,auditory
75,17,visual
62,25,auditory
99,25,visual
51,33,auditory
47,19,auditory
60,43,auditory
23,27,kinesthetic
73,25,visual
57,45,auditory
63,17,auditory
29,29,kinesthetic
28,32,kinesthetic
9,49,kinesthetic
38,23,kinesthetic
54,25,auditory
27,47,kinesthetic
17,27,kinesthetic
40,49,auditory
80,39,visual
74,45,visual
64,45,auditory
80,48,visual
99,49,visual
99,50,visual
45,10,auditory
59,26,auditory
8,37,kinesthetic
44,16,auditory
59,29,auditory
27,51,kinesthetic
96,33,visual
2,10,kinesthetic
50,27,auditory
7,35,kinesthetic
69,23,auditory
58,28,auditory
60,27,auditory
57,54,auditory
69,16,auditory
92,11,visual
11,16,kinesthetic
8,37,kinesthetic
48,37,auditory
82,51,visual
16,26,kinesthetic
53,39,auditory
43,30,auditory
31,46,kinesthetic
34,18,kinesthetic
77,45,visual
48,31,auditory
53,24,auditory
15,23,kinesthetic
84,36,visual
11,27,kinesthetic
87,19,visual
97,57,visual
7,31,kinesthetic
20,32,kinesthetic
47,51,auditory
7,50,kinesthetic
27,57,kinesthetic
79,14,visual
9,34,kinesthetic
51,10,auditory
14,33,kinesthetic
3,42,kinesthetic
89,46,visual
78,16,visual
99,33,visual
95,24,visual
61,20,auditory
3,53,kinesthetic
40,26,auditory
72,58,visual
98,32,visual
54,58,auditory
27,13,kinesthetic
46,40,auditory
8,43,kinesthetic
1,19,kinesthetic
66,46,auditory
47,19,auditory
68,51,auditory
73,20,visual
27,40,kinesthetic
78,19,visual
13,52,kinesthetic
45,47,auditory
86,51,visual
12,17,kinesthetic
15,20,kinesthetic
93,29,visual
39,33,kinesthetic
71,16,visual
80,30,visual
29,53,kinesthetic
80,15,visual
98,40,visual
64,21,auditory
57,46,auditory
87,22,visual
47,58,auditory
48,40,auditory
88,18,visual
1,36,kinesthetic
88,26,visual
13,17,kinesthetic
96,36,visual
16,49,kinesthetic
30,24,kinesthetic
